Sentence	Relation
F11.0–9 Mental and behavioural disorders due to use of opioids F12.0–9 @phenotype$ F13.0–9 Mental and behavioural disorders due to use of sedatives or hypnotics F14.0–9 Mental and behavioural disorders due to use of cocaine @code$	3
@code$ Mental and behavioural disorders due to use of opioids F12.0–9 Mental and behavioural disorders due to use of cannabinoids F13.0–9 @phenotype$ F14.0–9 Mental and behavioural disorders due to use of cocaine F15.0–9	3
F11.0–9 Mental and behavioural disorders due to use of opioids @code$ Mental and behavioural disorders due to use of cannabinoids F13.0–9 @phenotype$ F14.0–9 Mental and behavioural disorders due to use of cocaine F15.0–9	3
F11.0–9 Mental and behavioural disorders due to use of opioids F12.0–9 Mental and behavioural disorders due to use of cannabinoids F13.0–9 @phenotype$ @code$ Mental and behavioural disorders due to use of cocaine F15.0–9	3
F11.0–9 Mental and behavioural disorders due to use of opioids F12.0–9 Mental and behavioural disorders due to use of cannabinoids F13.0–9 @phenotype$ F14.0–9 Mental and behavioural disorders due to use of cocaine @code$	3
@code$ Mental and behavioural disorders due to use of opioids F12.0–9 Mental and behavioural disorders due to use of cannabinoids F13.0–9 Mental and behavioural disorders due to use of sedatives or hypnotics F14.0–9 @phenotype$ F15.0–9	3
F11.0–9 Mental and behavioural disorders due to use of opioids @code$ Mental and behavioural disorders due to use of cannabinoids F13.0–9 Mental and behavioural disorders due to use of sedatives or hypnotics F14.0–9 @phenotype$ F15.0–9	3
F11.0–9 Mental and behavioural disorders due to use of opioids F12.0–9 Mental and behavioural disorders due to use of cannabinoids @code$ Mental and behavioural disorders due to use of sedatives or hypnotics F14.0–9 @phenotype$ F15.0–9	3
F11.0–9 Mental and behavioural disorders due to use of opioids F12.0–9 Mental and behavioural disorders due to use of cannabinoids F13.0–9 Mental and behavioural disorders due to use of sedatives or hypnotics F14.0–9 @phenotype$ @code$	3
Mental and behavioural disorders due to use of other stimulants, including caffeine @code$ @phenotype$ F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	2
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens @code$ @phenotype$ F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	2
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents @code$ @phenotype$  ATC codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	2
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  @coding_system$ codes   Alcohol use disorder  @code$ Disulfiram N07BB03	1
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  @coding_system$ codes   Alcohol use disorder  N07BB01 Disulfiram @code$	1
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  @code$ @phenotype$ N07BB03	2
@phenotype$ @code$ Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	3
@phenotype$ F16.0–9 Mental and behavioural disorders due to use of hallucinogens @code$ Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	3
@phenotype$ F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents @code$ Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	3
@phenotype$ F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  @coding_system$ codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	3
@phenotype$ F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  @code$ Disulfiram N07BB03	3
@phenotype$ F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  N07BB01 Disulfiram @code$	3
Mental and behavioural disorders due to use of other stimulants, including caffeine @code$ Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  @coding_system$ codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 @phenotype$ @code$ Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 @phenotype$ F18.0–9 Mental and behavioural disorders due to use of volatile solvents @code$ Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 @phenotype$ F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  @coding_system$ codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 @phenotype$ F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  @code$ Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 @phenotype$ F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  N07BB01 Disulfiram @code$	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens @code$ Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  @coding_system$ codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine @code$ Mental and behavioural disorders due to use of hallucinogens F18.0–9 @phenotype$ F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 @phenotype$ @code$ Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 @phenotype$ F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  @coding_system$ codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 @phenotype$ F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  @code$ Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 @phenotype$ F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  N07BB01 Disulfiram @code$	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents @code$ Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  @coding_system$ codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine @code$ Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 @phenotype$  ATC codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens @code$ Mental and behavioural disorders due to use of volatile solvents F19.0–9 @phenotype$  ATC codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 @phenotype$  @coding_system$ codes   Alcohol use disorder  N07BB01 Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 @phenotype$  ATC codes   Alcohol use disorder  @code$ Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 @phenotype$  ATC codes   Alcohol use disorder  N07BB01 Disulfiram @code$	3
Mental and behavioural disorders due to use of other stimulants, including caffeine @code$ Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   @phenotype$  N07BB01 Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens @code$ Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   @phenotype$  N07BB01 Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents @code$ Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   @phenotype$  N07BB01 Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  @coding_system$ codes   @phenotype$  N07BB01 Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   @phenotype$  @code$ Disulfiram N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   @phenotype$  N07BB01 Disulfiram @code$	3
Mental and behavioural disorders due to use of other stimulants, including caffeine @code$ Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  N07BB01 @phenotype$ N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens @code$ Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  N07BB01 @phenotype$ N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents @code$ Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  N07BB01 @phenotype$ N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  @coding_system$ codes   Alcohol use disorder  N07BB01 @phenotype$ N07BB03	3
Mental and behavioural disorders due to use of other stimulants, including caffeine F16.0–9 Mental and behavioural disorders due to use of hallucinogens F18.0–9 Mental and behavioural disorders due to use of volatile solvents F19.0–9 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ATC codes   Alcohol use disorder  N07BB01 @phenotype$ @code$	3
Acamprosate @code$ @phenotype$ N07BB05	2
@phenotype$ @code$ Naltrexone N07BB05	3
@phenotype$ N07BB04 Naltrexone @code$	3
Acamprosate N07BB04 @phenotype$ @code$	3
Nalmefene  Opioid use disorder  @code$ @phenotype$ N07 BC02 Methadone N07 BC51 Buprenorphine, combinations   The socio‐demographic variables of age, sex, county of residence in Sweden and educational level (≤ 10, 10–12, > 12 years) were taken from the Longitudinal Integration Database for Health Insurance and Labor Market Studies.	2
Nalmefene  Opioid use disorder  N07 BC01 Buprenorphine @code$ @phenotype$ N07 BC51 Buprenorphine, combinations   The socio‐demographic variables of age, sex, county of residence in Sweden and educational level (≤ 10, 10–12, > 12 years) were taken from the Longitudinal Integration Database for Health Insurance and Labor Market Studies.	2
Nalmefene  Opioid use disorder  N07 BC01 Buprenorphine N07 BC02 Methadone @code$ @phenotype$, combinations   The socio‐demographic variables of age, sex, county of residence in Sweden and educational level (≤ 10, 10–12, > 12 years) were taken from the Longitudinal Integration Database for Health Insurance and Labor Market Studies.	2
@phenotype$  Opioid use disorder  @code$ Buprenorphine N07 BC02 Methadone N07 BC51 Buprenorphine, combinations   The socio‐demographic variables of age, sex, county of residence in Sweden and educational level (≤ 10, 10–12, > 12 years) were taken from the Longitudinal Integration Database for Health Insurance and Labor Market Studies.	3
@phenotype$  Opioid use disorder  N07 BC01 Buprenorphine @code$ Methadone N07 BC51 Buprenorphine, combinations   The socio‐demographic variables of age, sex, county of residence in Sweden and educational level (≤ 10, 10–12, > 12 years) were taken from the Longitudinal Integration Database for Health Insurance and Labor Market Studies.	3
@phenotype$  Opioid use disorder  N07 BC01 Buprenorphine N07 BC02 Methadone @code$ Buprenorphine, combinations   The socio‐demographic variables of age, sex, county of residence in Sweden and educational level (≤ 10, 10–12, > 12 years) were taken from the Longitudinal Integration Database for Health Insurance and Labor Market Studies.	3
Nalmefene  @phenotype$  @code$ Buprenorphine N07 BC02 Methadone N07 BC51 Buprenorphine, combinations   The socio‐demographic variables of age, sex, county of residence in Sweden and educational level (≤ 10, 10–12, > 12 years) were taken from the Longitudinal Integration Database for Health Insurance and Labor Market Studies.	3
Nalmefene  @phenotype$  N07 BC01 Buprenorphine @code$ Methadone N07 BC51 Buprenorphine, combinations   The socio‐demographic variables of age, sex, county of residence in Sweden and educational level (≤ 10, 10–12, > 12 years) were taken from the Longitudinal Integration Database for Health Insurance and Labor Market Studies.	3
Nalmefene  @phenotype$  N07 BC01 Buprenorphine N07 BC02 Methadone @code$ Buprenorphine, combinations   The socio‐demographic variables of age, sex, county of residence in Sweden and educational level (≤ 10, 10–12, > 12 years) were taken from the Longitudinal Integration Database for Health Insurance and Labor Market Studies.	3
Nalmefene  Opioid use disorder  N07 BC01 @phenotype$ @code$ Methadone N07 BC51 Buprenorphine, combinations   The socio‐demographic variables of age, sex, county of residence in Sweden and educational level (≤ 10, 10–12, > 12 years) were taken from the Longitudinal Integration Database for Health Insurance and Labor Market Studies.	3
Nalmefene  Opioid use disorder  N07 BC01 @phenotype$ N07 BC02 Methadone @code$ Buprenorphine, combinations   The socio‐demographic variables of age, sex, county of residence in Sweden and educational level (≤ 10, 10–12, > 12 years) were taken from the Longitudinal Integration Database for Health Insurance and Labor Market Studies.	3
Nalmefene  Opioid use disorder  @code$ Buprenorphine N07 BC02 @phenotype$ N07 BC51 Buprenorphine, combinations   The socio‐demographic variables of age, sex, county of residence in Sweden and educational level (≤ 10, 10–12, > 12 years) were taken from the Longitudinal Integration Database for Health Insurance and Labor Market Studies.	3
Nalmefene  Opioid use disorder  N07 BC01 Buprenorphine N07 BC02 @phenotype$ @code$ Buprenorphine, combinations   The socio‐demographic variables of age, sex, county of residence in Sweden and educational level (≤ 10, 10–12, > 12 years) were taken from the Longitudinal Integration Database for Health Insurance and Labor Market Studies.	3
Nalmefene  Opioid use disorder  @code$ Buprenorphine N07 BC02 Methadone N07 BC51 @phenotype$, combinations   The socio‐demographic variables of age, sex, county of residence in Sweden and educational level (≤ 10, 10–12, > 12 years) were taken from the Longitudinal Integration Database for Health Insurance and Labor Market Studies.	3
Nalmefene  Opioid use disorder  N07 BC01 Buprenorphine @code$ Methadone N07 BC51 @phenotype$, combinations   The socio‐demographic variables of age, sex, county of residence in Sweden and educational level (≤ 10, 10–12, > 12 years) were taken from the Longitudinal Integration Database for Health Insurance and Labor Market Studies.	3
The psychiatric comorbidities of history of @phenotype$ (@coding_system$ codes X60–X84, Y10–Y34), personality disorders (F60–F61) and anxiety disorders (ICD‐10 category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	0
The psychiatric comorbidities of history of @phenotype$ (ICD codes @code$, Y10–Y34), personality disorders (F60–F61) and anxiety disorders (ICD‐10 category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	2
The psychiatric comorbidities of history of @phenotype$ (ICD codes X60–X84, @code$), personality disorders (F60–F61) and anxiety disorders (ICD‐10 category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	2
The psychiatric comorbidities of history of self‐harm/suicide attempts (@coding_system$ codes @code$, Y10–Y34), personality disorders (F60–F61) and anxiety disorders (ICD‐10 category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	1
The psychiatric comorbidities of history of self‐harm/suicide attempts (@coding_system$ codes X60–X84, Y10–Y34), @phenotype$ (F60–F61) and anxiety disorders (ICD‐10 category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	0
The psychiatric comorbidities of history of self‐harm/suicide attempts (@coding_system$ codes X60–X84, Y10–Y34), personality disorders (@code$) and anxiety disorders (ICD‐10 category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	1
The psychiatric comorbidities of history of self‐harm/suicide attempts (ICD codes X60–X84, Y10–Y34), @phenotype$ (@code$) and anxiety disorders (ICD‐10 category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	2
The psychiatric comorbidities of history of self‐harm/suicide attempts (ICD codes X60–X84, Y10–Y34), personality disorders (F60–F61) and @phenotype$ (@coding_system$ category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	0
The psychiatric comorbidities of history of self‐harm/suicide attempts (ICD codes X60–X84, Y10–Y34), personality disorders (F60–F61) and @phenotype$ (ICD‐10 category of neurotic disorders, @code$) at baseline were identified in the NPR.  	2
The psychiatric comorbidities of history of self‐harm/suicide attempts (ICD codes X60–X84, Y10–Y34), personality disorders (F60–F61) and anxiety disorders (@coding_system$ category of neurotic disorders, @code$) at baseline were identified in the NPR.  	1
The psychiatric comorbidities of history of @phenotype$ (ICD codes X60–X84, Y10–Y34), personality disorders (@code$) and anxiety disorders (ICD‐10 category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	3
The psychiatric comorbidities of history of @phenotype$ (ICD codes X60–X84, Y10–Y34), personality disorders (F60–F61) and anxiety disorders (@coding_system$ category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	3
The psychiatric comorbidities of history of @phenotype$ (ICD codes X60–X84, Y10–Y34), personality disorders (F60–F61) and anxiety disorders (ICD‐10 category of neurotic disorders, @code$) at baseline were identified in the NPR.  	3
The psychiatric comorbidities of history of self‐harm/suicide attempts (ICD codes @code$, Y10–Y34), personality disorders (F60–F61) and anxiety disorders (@coding_system$ category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	3
The psychiatric comorbidities of history of self‐harm/suicide attempts (@coding_system$ codes X60–X84, @code$), personality disorders (F60–F61) and anxiety disorders (ICD‐10 category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	3
The psychiatric comorbidities of history of self‐harm/suicide attempts (ICD codes X60–X84, @code$), personality disorders (F60–F61) and anxiety disorders (@coding_system$ category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	3
The psychiatric comorbidities of history of self‐harm/suicide attempts (ICD codes @code$, Y10–Y34), @phenotype$ (F60–F61) and anxiety disorders (ICD‐10 category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	3
The psychiatric comorbidities of history of self‐harm/suicide attempts (ICD codes X60–X84, @code$), @phenotype$ (F60–F61) and anxiety disorders (ICD‐10 category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	3
The psychiatric comorbidities of history of self‐harm/suicide attempts (ICD codes X60–X84, Y10–Y34), @phenotype$ (F60–F61) and anxiety disorders (@coding_system$ category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	3
The psychiatric comorbidities of history of self‐harm/suicide attempts (ICD codes X60–X84, Y10–Y34), @phenotype$ (F60–F61) and anxiety disorders (ICD‐10 category of neurotic disorders, @code$) at baseline were identified in the NPR.  	3
The psychiatric comorbidities of history of self‐harm/suicide attempts (ICD codes X60–X84, Y10–Y34), personality disorders (@code$) and anxiety disorders (@coding_system$ category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	3
The psychiatric comorbidities of history of self‐harm/suicide attempts (@coding_system$ codes X60–X84, Y10–Y34), personality disorders (F60–F61) and @phenotype$ (ICD‐10 category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	3
The psychiatric comorbidities of history of self‐harm/suicide attempts (ICD codes @code$, Y10–Y34), personality disorders (F60–F61) and @phenotype$ (ICD‐10 category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	3
The psychiatric comorbidities of history of self‐harm/suicide attempts (ICD codes X60–X84, @code$), personality disorders (F60–F61) and @phenotype$ (ICD‐10 category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	3
The psychiatric comorbidities of history of self‐harm/suicide attempts (ICD codes X60–X84, Y10–Y34), personality disorders (@code$) and @phenotype$ (ICD‐10 category of neurotic disorders, F40–F48) at baseline were identified in the NPR.  	3
The psychiatric comorbidities of history of self‐harm/suicide attempts (@coding_system$ codes X60–X84, Y10–Y34), personality disorders (F60–F61) and anxiety disorders (ICD‐10 category of neurotic disorders, @code$) at baseline were identified in the NPR.  	3
Our study population comprised deaths from intentional self-harm, that is, @phenotype$ (ICD-10: @code$, X60-X84, Y87.0), and undetermined deaths (ICD-10 Y10-Y34 and Y87.2, Y89.9) whose state and county of death were known.	2
Our study population comprised deaths from intentional self-harm, that is, @phenotype$ (ICD-10: U03, @code$, Y87.0), and undetermined deaths (ICD-10 Y10-Y34 and Y87.2, Y89.9) whose state and county of death were known.	2
Our study population comprised deaths from intentional self-harm, that is, @phenotype$ (ICD-10: U03, X60-X84, @code$), and undetermined deaths (ICD-10 Y10-Y34 and Y87.2, Y89.9) whose state and county of death were known.	2
Our study population comprised deaths from intentional self-harm, that is, @phenotype$ (@coding_system$: U03, X60-X84, Y87.0), and undetermined deaths (ICD-10 Y10-Y34 and Y87.2, Y89.9) whose state and county of death were known.	0
Our study population comprised deaths from intentional self-harm, that is, registered suicides (@coding_system$: @code$, X60-X84, Y87.0), and undetermined deaths (ICD-10 Y10-Y34 and Y87.2, Y89.9) whose state and county of death were known.	1
Our study population comprised deaths from intentional self-harm, that is, registered suicides (@coding_system$: U03, @code$, Y87.0), and undetermined deaths (ICD-10 Y10-Y34 and Y87.2, Y89.9) whose state and county of death were known.	1
Our study population comprised deaths from intentional self-harm, that is, registered suicides (@coding_system$: U03, X60-X84, @code$), and undetermined deaths (ICD-10 Y10-Y34 and Y87.2, Y89.9) whose state and county of death were known.	1
Our study population comprised deaths from intentional self-harm, that is, registered suicides (ICD-10: U03, X60-X84, Y87.0), and @phenotype$ (@coding_system$ Y10-Y34 and Y87.2, Y89.9) whose state and county of death were known.	0
Our study population comprised deaths from intentional self-harm, that is, registered suicides (ICD-10: U03, X60-X84, Y87.0), and @phenotype$ (ICD-10 @code$ and Y87.2, Y89.9) whose state and county of death were known.	2
Our study population comprised deaths from intentional self-harm, that is, registered suicides (ICD-10: U03, X60-X84, Y87.0), and @phenotype$ (ICD-10 Y10-Y34 and @code$, Y89.9) whose state and county of death were known.	2
Our study population comprised deaths from intentional self-harm, that is, registered suicides (ICD-10: U03, X60-X84, Y87.0), and @phenotype$ (ICD-10 Y10-Y34 and Y87.2, @code$) whose state and county of death were known.	2
Our study population comprised deaths from intentional self-harm, that is, registered suicides (ICD-10: U03, X60-X84, Y87.0), and undetermined deaths (@coding_system$ @code$ and Y87.2, Y89.9) whose state and county of death were known.	1
Our study population comprised deaths from intentional self-harm, that is, registered suicides (ICD-10: U03, X60-X84, Y87.0), and undetermined deaths (@coding_system$ Y10-Y34 and @code$, Y89.9) whose state and county of death were known.	1
Our study population comprised deaths from intentional self-harm, that is, registered suicides (ICD-10: U03, X60-X84, Y87.0), and undetermined deaths (@coding_system$ Y10-Y34 and Y87.2, @code$) whose state and county of death were known.	1
Our study population comprised deaths from intentional self-harm, that is, @phenotype$ (ICD-10: U03, X60-X84, Y87.0), and undetermined deaths (@coding_system$ Y10-Y34 and Y87.2, Y89.9) whose state and county of death were known.	3
Our study population comprised deaths from intentional self-harm, that is, @phenotype$ (ICD-10: U03, X60-X84, Y87.0), and undetermined deaths (ICD-10 @code$ and Y87.2, Y89.9) whose state and county of death were known.	3
Our study population comprised deaths from intentional self-harm, that is, @phenotype$ (ICD-10: U03, X60-X84, Y87.0), and undetermined deaths (ICD-10 Y10-Y34 and @code$, Y89.9) whose state and county of death were known.	3
Our study population comprised deaths from intentional self-harm, that is, @phenotype$ (ICD-10: U03, X60-X84, Y87.0), and undetermined deaths (ICD-10 Y10-Y34 and Y87.2, @code$) whose state and county of death were known.	3
Our study population comprised deaths from intentional self-harm, that is, registered suicides (ICD-10: @code$, X60-X84, Y87.0), and undetermined deaths (@coding_system$ Y10-Y34 and Y87.2, Y89.9) whose state and county of death were known.	3
Our study population comprised deaths from intentional self-harm, that is, registered suicides (ICD-10: U03, @code$, Y87.0), and undetermined deaths (@coding_system$ Y10-Y34 and Y87.2, Y89.9) whose state and county of death were known.	3
Our study population comprised deaths from intentional self-harm, that is, registered suicides (ICD-10: U03, X60-X84, @code$), and undetermined deaths (@coding_system$ Y10-Y34 and Y87.2, Y89.9) whose state and county of death were known.	3
Our study population comprised deaths from intentional self-harm, that is, registered suicides (@coding_system$: U03, X60-X84, Y87.0), and @phenotype$ (ICD-10 Y10-Y34 and Y87.2, Y89.9) whose state and county of death were known.	3
