Sentence	Relation
patients with a primary diagnosis of autism spectrum disorder ( @coding_system$ codes f84 . 0 to @code$ ) were included in the targeted intervention program .	1
children carrying the diagnosis of @phenotype$ were identified using the @coding_system$ codes f70 ( mild intellectual disability ) through f79 ( unspecified intellectual disability ) .	0
children carrying the diagnosis of @phenotype$ were identified using the icd - 10 codes @code$ ( mild intellectual disability ) through f79 ( unspecified intellectual disability ) .	2
children carrying the diagnosis of @phenotype$ were identified using the icd - 10 codes f70 ( mild intellectual disability ) through @code$ ( unspecified intellectual disability ) .	2
children carrying the diagnosis of intellectual disability were identified using the @coding_system$ codes @code$ ( mild intellectual disability ) through f79 ( unspecified intellectual disability ) .	1
children carrying the diagnosis of intellectual disability were identified using the @coding_system$ codes f70 ( mild intellectual disability ) through @code$ ( unspecified intellectual disability ) .	1
in this study , we examined the association between @phenotype$ and chronic kidney disease using @coding_system$ - cm codes 401 and 585 , respectively .	0
in this study , we examined the association between @phenotype$ and chronic kidney disease using icd - 9 - cm codes @code$ and 585 , respectively .	2
in this study , we examined the association between @phenotype$ and chronic kidney disease using icd - 9 - cm codes 401 and @code$ , respectively .	2
in this study , we examined the association between hypertension and @phenotype$ using @coding_system$ - cm codes 401 and 585 , respectively .	0
in this study , we examined the association between hypertension and @phenotype$ using icd - 9 - cm codes @code$ and 585 , respectively .	2
in this study , we examined the association between hypertension and @phenotype$ using icd - 9 - cm codes 401 and @code$ , respectively .	2
in this study , we examined the association between hypertension and chronic kidney disease using @coding_system$ - cm codes @code$ and 585 , respectively .	1
in this study , we examined the association between hypertension and chronic kidney disease using @coding_system$ - cm codes 401 and @code$ , respectively .	1
patients presenting with @phenotype$ ( @coding_system$ code j44 ) were included in the analysis .	0
patients presenting with @phenotype$ ( icd - 10 code @code$ ) were included in the analysis .	2
patients presenting with chronic obstructive pulmonary disease ( @coding_system$ code @code$ ) were included in the analysis .	1
the study population consisted of adult patients who met the @coding_system$ diagnostic criteria for @phenotype$ ( f32 ) or bipolar disorder ( f31 ) .	0
the study population consisted of adult patients who met the icd - 10 diagnostic criteria for @phenotype$ ( @code$ ) or bipolar disorder ( f31 ) .	2
the study population consisted of adult patients who met the icd - 10 diagnostic criteria for @phenotype$ ( f32 ) or bipolar disorder ( @code$ ) .	2
the study population consisted of adult patients who met the @coding_system$ diagnostic criteria for major depressive disorder ( @code$ ) or bipolar disorder ( f31 ) .	1
the study population consisted of adult patients who met the @coding_system$ diagnostic criteria for major depressive disorder ( f32 ) or @phenotype$ ( f31 ) .	0
the study population consisted of adult patients who met the icd - 10 diagnostic criteria for major depressive disorder ( @code$ ) or @phenotype$ ( f31 ) .	2
the study population consisted of adult patients who met the icd - 10 diagnostic criteria for major depressive disorder ( f32 ) or @phenotype$ ( @code$ ) .	2
the study population consisted of adult patients who met the @coding_system$ diagnostic criteria for major depressive disorder ( f32 ) or bipolar disorder ( @code$ ) .	1
in our cohort , the prevalence of @phenotype$ was assessed using the @coding_system$ codes 277 . 7 and 286 . 9 .	0
in our cohort , the prevalence of @phenotype$ was assessed using the icd - 9 - cm codes @code$ and 286 . 9 .	2
in our cohort , the prevalence of @phenotype$ was assessed using the icd - 9 - cm codes 277 . 7 and @code$ .	3
in our cohort , the prevalence of metabolic syndrome was assessed using the @coding_system$ codes @code$ and 286 . 9 .	1
in our cohort , the prevalence of metabolic syndrome was assessed using the @coding_system$ codes 277 . 7 and @code$ .	3
the incidence of @phenotype$ was defined by the @coding_system$ code g20 .	0
the incidence of @phenotype$ was defined by the icd - 10 code @code$ .	2
the incidence of parkinson ' s disease was defined by the @coding_system$ code @code$ .	1
among patients with @phenotype$ ( @coding_system$ code g30 ) , apolipoprotein e ( apoe ) polymorphisms were genotyped to examine genotype - phenotype correlations .	0
among patients with @phenotype$ ( icd - 10 code @code$ ) , apolipoprotein e ( apoe ) polymorphisms were genotyped to examine genotype - phenotype correlations .	2
among patients with alzheimer ' s disease ( @coding_system$ code @code$ ) , apolipoprotein e ( apoe ) polymorphisms were genotyped to examine genotype - phenotype correlations .	1
the presence of @phenotype$ in children was determined based on the @coding_system$ - cm code 493 .	0
the presence of @phenotype$ in children was determined based on the icd - 9 - cm code @code$ .	2
the presence of asthma in children was determined based on the @coding_system$ - cm code @code$ .	1
we examined the association between @phenotype$ ( @code$ - i22 ) and stroke ( subarachnoid hemorrhage i60 , intracerebral hemorrhage i61 , and cerebral infarction i63 ) using the icd - 10 classification system .	2
we examined the association between @phenotype$ ( i21 - @code$ ) and stroke ( subarachnoid hemorrhage i60 , intracerebral hemorrhage i61 , and cerebral infarction i63 ) using the icd - 10 classification system .	2
we examined the association between @phenotype$ ( i21 - i22 ) and stroke ( subarachnoid hemorrhage @code$ , intracerebral hemorrhage i61 , and cerebral infarction i63 ) using the icd - 10 classification system .	2
we examined the association between @phenotype$ ( i21 - i22 ) and stroke ( subarachnoid hemorrhage i60 , intracerebral hemorrhage @code$ , and cerebral infarction i63 ) using the icd - 10 classification system .	2
we examined the association between @phenotype$ ( i21 - i22 ) and stroke ( subarachnoid hemorrhage i60 , intracerebral hemorrhage i61 , and cerebral infarction @code$ ) using the icd - 10 classification system .	3
we examined the association between @phenotype$ ( i21 - i22 ) and stroke ( subarachnoid hemorrhage i60 , intracerebral hemorrhage i61 , and cerebral infarction i63 ) using the @coding_system$ classification system .	0
we examined the association between acute myocardial infarction ( @code$ - i22 ) and stroke ( subarachnoid hemorrhage i60 , intracerebral hemorrhage i61 , and cerebral infarction i63 ) using the @coding_system$ classification system .	1
we examined the association between acute myocardial infarction ( i21 - @code$ ) and stroke ( subarachnoid hemorrhage i60 , intracerebral hemorrhage i61 , and cerebral infarction i63 ) using the @coding_system$ classification system .	1
we examined the association between acute myocardial infarction ( @code$ - i22 ) and @phenotype$ ( subarachnoid hemorrhage i60 , intracerebral hemorrhage i61 , and cerebral infarction i63 ) using the icd - 10 classification system .	2
we examined the association between acute myocardial infarction ( i21 - @code$ ) and @phenotype$ ( subarachnoid hemorrhage i60 , intracerebral hemorrhage i61 , and cerebral infarction i63 ) using the icd - 10 classification system .	2
we examined the association between acute myocardial infarction ( i21 - i22 ) and @phenotype$ ( subarachnoid hemorrhage @code$ , intracerebral hemorrhage i61 , and cerebral infarction i63 ) using the icd - 10 classification system .	2
we examined the association between acute myocardial infarction ( i21 - i22 ) and @phenotype$ ( subarachnoid hemorrhage i60 , intracerebral hemorrhage @code$ , and cerebral infarction i63 ) using the icd - 10 classification system .	2
we examined the association between acute myocardial infarction ( i21 - i22 ) and @phenotype$ ( subarachnoid hemorrhage i60 , intracerebral hemorrhage i61 , and cerebral infarction @code$ ) using the icd - 10 classification system .	2
we examined the association between acute myocardial infarction ( i21 - i22 ) and @phenotype$ ( subarachnoid hemorrhage i60 , intracerebral hemorrhage i61 , and cerebral infarction i63 ) using the @coding_system$ classification system .	0
we examined the association between acute myocardial infarction ( i21 - i22 ) and stroke ( subarachnoid hemorrhage @code$ , intracerebral hemorrhage i61 , and cerebral infarction i63 ) using the @coding_system$ classification system .	1
we examined the association between acute myocardial infarction ( i21 - i22 ) and stroke ( subarachnoid hemorrhage i60 , intracerebral hemorrhage @code$ , and cerebral infarction i63 ) using the @coding_system$ classification system .	1
we examined the association between acute myocardial infarction ( i21 - i22 ) and stroke ( subarachnoid hemorrhage i60 , intracerebral hemorrhage i61 , and cerebral infarction @code$ ) using the @coding_system$ classification system .	1
in this study , we included patients with a diagnosis of @phenotype$ based on the @coding_system$ code 617 .	0
in this study , we included patients with a diagnosis of @phenotype$ based on the icd - 9 - cm code @code$ .	2
in this study , we included patients with a diagnosis of endometriosis based on the @coding_system$ code @code$ .	1
the diagnosis of @phenotype$ ( @code$ ) and heart failure ( i50 ) was made using the icd - 10 criteria .	2
the diagnosis of @phenotype$ ( i48 ) and heart failure ( @code$ ) was made using the icd - 10 criteria .	2
the diagnosis of @phenotype$ ( i48 ) and heart failure ( i50 ) was made using the @coding_system$ criteria .	0
the diagnosis of atrial fibrillation ( @code$ ) and heart failure ( i50 ) was made using the @coding_system$ criteria .	1
the diagnosis of atrial fibrillation ( @code$ ) and @phenotype$ ( i50 ) was made using the icd - 10 criteria .	3
the diagnosis of atrial fibrillation ( i48 ) and @phenotype$ ( @code$ ) was made using the icd - 10 criteria .	2
the diagnosis of atrial fibrillation ( i48 ) and @phenotype$ ( i50 ) was made using the @coding_system$ criteria .	0
the diagnosis of atrial fibrillation ( i48 ) and heart failure ( @code$ ) was made using the @coding_system$ criteria .	1
the prevalence of @phenotype$ in our cohort was determined using the @coding_system$ code 720 .	0
the prevalence of @phenotype$ in our cohort was determined using the icd - 9 - cm code @code$ .	2
the prevalence of ankylosing spondylitis in our cohort was determined using the @coding_system$ code @code$ .	1
the study focused on patients diagnosed with @phenotype$ based on the @coding_system$ code m32 .	0
the study focused on patients diagnosed with @phenotype$ based on the icd - 10 code @code$ .	2
the study focused on patients diagnosed with lupus erythematosus based on the @coding_system$ code @code$ .	1
in this analysis , we examined the association between @phenotype$ ( based on the @coding_system$ code 696 . 1 ) and the risk of developing rheumatoid arthritis ( based on the 714 code ) .	0
in this analysis , we examined the association between @phenotype$ ( based on the icd - 9 - cm code @code$ ) and the risk of developing rheumatoid arthritis ( based on the 714 code ) .	2
in this analysis , we examined the association between @phenotype$ ( based on the icd - 9 - cm code 696 . 1 ) and the risk of developing rheumatoid arthritis ( based on the @code$ code ) .	2
in this analysis , we examined the association between psoriasis ( based on the @coding_system$ code @code$ ) and the risk of developing rheumatoid arthritis ( based on the 714 code ) .	1
in this analysis , we examined the association between psoriasis ( based on the @coding_system$ code 696 . 1 ) and the risk of developing @phenotype$ ( based on the 714 code ) .	0
in this analysis , we examined the association between psoriasis ( based on the icd - 9 - cm code @code$ ) and the risk of developing @phenotype$ ( based on the 714 code ) .	2
in this analysis , we examined the association between psoriasis ( based on the icd - 9 - cm code 696 . 1 ) and the risk of developing @phenotype$ ( based on the @code$ code ) .	2
in this analysis , we examined the association between psoriasis ( based on the @coding_system$ code 696 . 1 ) and the risk of developing rheumatoid arthritis ( based on the @code$ code ) .	1
the diagnosis of @phenotype$ was based on the @coding_system$ criteria , including codes 300 . 3 ( ocd ) and 309 . 28 ( adjustment disorder with mixed anxiety and depressed mood ) .	0
the diagnosis of @phenotype$ was based on the dsm - 5 criteria , including codes @code$ ( ocd ) and 309 . 28 ( adjustment disorder with mixed anxiety and depressed mood ) .	2
the diagnosis of @phenotype$ was based on the dsm - 5 criteria , including codes 300 . 3 ( ocd ) and @code$ ( adjustment disorder with mixed anxiety and depressed mood ) .	3
the diagnosis of obsessive - compulsive disorder was based on the @coding_system$ criteria , including codes @code$ ( ocd ) and 309 . 28 ( adjustment disorder with mixed anxiety and depressed mood ) .	1
the diagnosis of obsessive - compulsive disorder was based on the @coding_system$ criteria , including codes 300 . 3 ( ocd ) and @code$ ( adjustment disorder with mixed anxiety and depressed mood ) .	1
patients with a diagnosis of @phenotype$ ( @coding_system$ code g80 ) were included in our retrospective chart review .	0
patients with a diagnosis of @phenotype$ ( icd - 10 code @code$ ) were included in our retrospective chart review .	2
patients with a diagnosis of cerebral palsy ( @coding_system$ code @code$ ) were included in our retrospective chart review .	1
using @coding_system$ codes , we identified patients with a primary diagnosis of @phenotype$ ( 555 ) or ulcerative colitis ( 556 ) .	0
using icd - 9 - cm codes , we identified patients with a primary diagnosis of @phenotype$ ( @code$ ) or ulcerative colitis ( 556 ) .	2
using icd - 9 - cm codes , we identified patients with a primary diagnosis of @phenotype$ ( 555 ) or ulcerative colitis ( @code$ ) .	2
using @coding_system$ codes , we identified patients with a primary diagnosis of crohn ' s disease ( @code$ ) or ulcerative colitis ( 556 ) .	1
using @coding_system$ codes , we identified patients with a primary diagnosis of crohn ' s disease ( 555 ) or @phenotype$ ( 556 ) .	0
using icd - 9 - cm codes , we identified patients with a primary diagnosis of crohn ' s disease ( @code$ ) or @phenotype$ ( 556 ) .	2
using icd - 9 - cm codes , we identified patients with a primary diagnosis of crohn ' s disease ( 555 ) or @phenotype$ ( @code$ ) .	2
using @coding_system$ codes , we identified patients with a primary diagnosis of crohn ' s disease ( 555 ) or ulcerative colitis ( @code$ ) .	1
the diagnosis of @phenotype$ was confirmed based on the @coding_system$ code g35 and corresponding clinical documentation .	0
the diagnosis of @phenotype$ was confirmed based on the icd - 10 code @code$ and corresponding clinical documentation .	2
the diagnosis of multiple sclerosis was confirmed based on the @coding_system$ code @code$ and corresponding clinical documentation .	1
patients were classified as having @phenotype$ if they met the @coding_system$ codes 995 . 92 and 785 . 52 criteria .	0
patients were classified as having @phenotype$ if they met the icd - 9 - cm codes @code$ and 785 . 52 criteria .	2
patients were classified as having @phenotype$ if they met the icd - 9 - cm codes 995 . 92 and @code$ criteria .	2
patients were classified as having severe sepsis if they met the @coding_system$ codes @code$ and 785 . 52 criteria .	1
patients were classified as having severe sepsis if they met the @coding_system$ codes 995 . 92 and @code$ criteria .	1
the diagnosis of @phenotype$ was based on the @coding_system$ code 277 . 0 and confirmed by genetic testing .	0
the diagnosis of @phenotype$ was based on the icd - 9 code @code$ and confirmed by genetic testing .	2
the diagnosis of cystic fibrosis was based on the @coding_system$ code @code$ and confirmed by genetic testing .	1
patients with a diagnosis of @phenotype$ were identified using the @coding_system$ code 729 . 1 .	0
patients with a diagnosis of @phenotype$ were identified using the icd - 9 - cm code @code$ .	2
patients with a diagnosis of fibromyalgia were identified using the @coding_system$ code @code$ .	1
the @coding_system$ code for @phenotype$ is e28 . 2 .	0
the icd - 10 code for @phenotype$ is @code$ .	2
the @coding_system$ code for polycystic ovary syndrome is @code$ .	1
we identified patients with a primary diagnosis of @phenotype$ based on the @coding_system$ code m32 . 9 .	0
we identified patients with a primary diagnosis of @phenotype$ based on the icd - 10 - cm code @code$ .	2
we identified patients with a primary diagnosis of systemic lupus erythematosus based on the @coding_system$ code @code$ .	1
in this study , we focused on @phenotype$ ( @code$ for pulmonary embolism and i80 for deep vein thrombosis ) using the icd - 10 classification system .	2
in this study , we focused on @phenotype$ ( i26 for pulmonary embolism and @code$ for deep vein thrombosis ) using the icd - 10 classification system .	2
in this study , we focused on @phenotype$ ( i26 for pulmonary embolism and i80 for deep vein thrombosis ) using the @coding_system$ classification system .	0
in this study , we focused on venous thromboembolism ( @code$ for pulmonary embolism and i80 for deep vein thrombosis ) using the @coding_system$ classification system .	1
in this study , we focused on venous thromboembolism ( i26 for pulmonary embolism and @code$ for deep vein thrombosis ) using the @coding_system$ classification system .	1
we identified patients with a diagnosis of @phenotype$ ( @coding_system$ code 309 . 81 ) based on medical records and structured interviews .	0
we identified patients with a diagnosis of @phenotype$ ( dsm - 5 code @code$ ) based on medical records and structured interviews .	2
we identified patients with a diagnosis of post - traumatic stress disorder ( @coding_system$ code @code$ ) based on medical records and structured interviews .	1
patients experiencing @phenotype$ were defined using the @coding_system$ diagnostic codes g40 - g41 .	0
patients experiencing @phenotype$ were defined using the icd - 10 diagnostic codes @code$ - g41 .	2
patients experiencing @phenotype$ were defined using the icd - 10 diagnostic codes g40 - @code$ .	2
patients experiencing epileptic seizures were defined using the @coding_system$ diagnostic codes @code$ - g41 .	1
patients experiencing epileptic seizures were defined using the @coding_system$ diagnostic codes g40 - @code$ .	1
in our cohort , we identified children with a diagnosis of @phenotype$ ( adhd ) based on the @coding_system$ criteria and corresponding codes 314 . 0 ( adhd inattentive type ) and 314 . 01 ( adhd combined type ) .	0
in our cohort , we identified children with a diagnosis of @phenotype$ ( adhd ) based on the dsm - 5 criteria and corresponding codes @code$ ( adhd inattentive type ) and 314 . 01 ( adhd combined type ) .	2
in our cohort , we identified children with a diagnosis of @phenotype$ ( adhd ) based on the dsm - 5 criteria and corresponding codes 314 . 0 ( adhd inattentive type ) and @code$ ( adhd combined type ) .	2
in our cohort , we identified children with a diagnosis of attention deficit hyperactivity disorder ( adhd ) based on the @coding_system$ criteria and corresponding codes @code$ ( adhd inattentive type ) and 314 . 01 ( adhd combined type ) .	1
in our cohort , we identified children with a diagnosis of attention deficit hyperactivity disorder ( adhd ) based on the @coding_system$ criteria and corresponding codes 314 . 0 ( adhd inattentive type ) and @code$ ( adhd combined type ) .	1
among pregnant women , the prevalence of @phenotype$ was determined using the @coding_system$ code o24 . 4 .	0
among pregnant women , the prevalence of @phenotype$ was determined using the icd - 10 code @code$ .	2
among pregnant women , the prevalence of gestational diabetes mellitus was determined using the @coding_system$ code @code$ .	1
in our study , we included patients diagnosed with @phenotype$ ( esrd ) based on the @coding_system$ code 585 . 6 .	0
in our study , we included patients diagnosed with @phenotype$ ( esrd ) based on the icd - 9 - cm code @code$ .	2
in our study , we included patients diagnosed with end - stage renal disease ( esrd ) based on the @coding_system$ code @code$ .	1
patients presenting with @phenotype$ were identified using the @coding_system$ - cm code n17 .	0
patients presenting with @phenotype$ were identified using the icd - 10 - cm code @code$ .	2
patients presenting with acute kidney injury were identified using the @coding_system$ - cm code @code$ .	1
the prevalence of @phenotype$ was determined using the @coding_system$ code 577 . 0 and the icd - 10 code k85 .	0
the prevalence of @phenotype$ was determined using the icd - 9 code @code$ and the icd - 10 code k85 .	2
the prevalence of @phenotype$ was determined using the icd - 9 code 577 . 0 and the @coding_system$ code k85 .	0
the prevalence of @phenotype$ was determined using the icd - 9 code 577 . 0 and the icd - 10 code @code$ .	2
the prevalence of pancreatitis was determined using the @coding_system$ code @code$ and the icd - 10 code k85 .	1
the prevalence of pancreatitis was determined using the icd - 9 code @code$ and the @coding_system$ code k85 .	1
the prevalence of pancreatitis was determined using the @coding_system$ code 577 . 0 and the icd - 10 code @code$ .	1
the prevalence of pancreatitis was determined using the icd - 9 code 577 . 0 and the @coding_system$ code @code$ .	1
patients experiencing a @phenotype$ ( miscarriage ) were classified using the @coding_system$ codes o03 ( spontaneous miscarriage ) and o03 . 0 ( complete miscarriage ) .	0
patients experiencing a @phenotype$ ( miscarriage ) were classified using the icd - 10 codes @code$ ( spontaneous miscarriage ) and o03 . 0 ( complete miscarriage ) .	2
patients experiencing a @phenotype$ ( miscarriage ) were classified using the icd - 10 codes o03 ( spontaneous miscarriage ) and @code$ ( complete miscarriage ) .	3
patients experiencing a first - trimester loss ( miscarriage ) were classified using the @coding_system$ codes @code$ ( spontaneous miscarriage ) and o03 . 0 ( complete miscarriage ) .	1
patients experiencing a first - trimester loss ( miscarriage ) were classified using the @coding_system$ codes o03 ( spontaneous miscarriage ) and @code$ ( complete miscarriage ) .	1
we identified patients with a diagnosis of @phenotype$ based on the @coding_system$ code g93 . 3 .	0
we identified patients with a diagnosis of @phenotype$ based on the icd - 10 - cm code @code$ .	2
we identified patients with a diagnosis of chronic fatigue syndrome based on the @coding_system$ code @code$ .	1
in this study , we examined the association between @phenotype$ ( @coding_system$ code i63 ) and intracerebral hemorrhage ( i61 ) .	0
in this study , we examined the association between @phenotype$ ( icd - 10 code @code$ ) and intracerebral hemorrhage ( i61 ) .	2
in this study , we examined the association between @phenotype$ ( icd - 10 code i63 ) and intracerebral hemorrhage ( @code$ ) .	3
in this study , we examined the association between ischemic stroke ( @coding_system$ code @code$ ) and intracerebral hemorrhage ( i61 ) .	1
in this study , we examined the association between ischemic stroke ( @coding_system$ code i63 ) and @phenotype$ ( i61 ) .	0
in this study , we examined the association between ischemic stroke ( icd - 10 code @code$ ) and @phenotype$ ( i61 ) .	3
in this study , we examined the association between ischemic stroke ( icd - 10 code i63 ) and @phenotype$ ( @code$ ) .	2
in this study , we examined the association between ischemic stroke ( @coding_system$ code i63 ) and intracerebral hemorrhage ( @code$ ) .	1
we included patients with a diagnosis of @phenotype$ ( hht ) based on the @coding_system$ code 448 . 0 .	0
we included patients with a diagnosis of @phenotype$ ( hht ) based on the icd - 9 code @code$ .	2
we included patients with a diagnosis of hereditary hemorrhagic telangiectasia ( hht ) based on the @coding_system$ code @code$ .	1
in our study , patients with a history of @phenotype$ were identified based on the @coding_system$ code o13 .	0
in our study , patients with a history of @phenotype$ were identified based on the icd - 10 code @code$ .	2
in our study , patients with a history of gestational hypertension were identified based on the @coding_system$ code @code$ .	1
the @coding_system$ code for @phenotype$ is 256 . 3 .	0
the icd - 9 - cm code for @phenotype$ is @code$ .	2
the @coding_system$ code for premature ovarian failure is @code$ .	1
in this analysis , we examined the association between @phenotype$ ( based on the @coding_system$ code j22 ) and subsequent asthma development ( based on the j45 code ) .	0
in this analysis , we examined the association between @phenotype$ ( based on the icd - 10 code @code$ ) and subsequent asthma development ( based on the j45 code ) .	2
in this analysis , we examined the association between @phenotype$ ( based on the icd - 10 code j22 ) and subsequent asthma development ( based on the @code$ code ) .	2
in this analysis , we examined the association between acute lower respiratory infection ( based on the @coding_system$ code @code$ ) and subsequent asthma development ( based on the j45 code ) .	1
in this analysis , we examined the association between acute lower respiratory infection ( based on the @coding_system$ code j22 ) and subsequent @phenotype$ development ( based on the j45 code ) .	0
in this analysis , we examined the association between acute lower respiratory infection ( based on the icd - 10 code @code$ ) and subsequent @phenotype$ development ( based on the j45 code ) .	2
in this analysis , we examined the association between acute lower respiratory infection ( based on the icd - 10 code j22 ) and subsequent @phenotype$ development ( based on the @code$ code ) .	2
in this analysis , we examined the association between acute lower respiratory infection ( based on the @coding_system$ code j22 ) and subsequent asthma development ( based on the @code$ code ) .	1
among patients with @phenotype$ ( @coding_system$ code g30 . 0 ) , we examined the frequency of amyloid precursor protein ( app ) mutations .	0
among patients with @phenotype$ ( icd - 10 code @code$ ) , we examined the frequency of amyloid precursor protein ( app ) mutations .	2
among patients with early - onset alzheimer ' s disease ( @coding_system$ code @code$ ) , we examined the frequency of amyloid precursor protein ( app ) mutations .	1
we identified patients with a primary diagnosis of @phenotype$ based on the @coding_system$ code d86 . 0 .	0
we identified patients with a primary diagnosis of @phenotype$ based on the icd - 10 - cm code @code$ .	2
we identified patients with a primary diagnosis of pulmonary sarcoidosis based on the @coding_system$ code @code$ .	1
in this study , we included patients diagnosed with @phenotype$ based on the @coding_system$ code 301 . 13 .	0
in this study , we included patients diagnosed with @phenotype$ based on the dsm - iv - tr code @code$ .	2
in this study , we included patients diagnosed with cyclothymic disorder based on the @coding_system$ code @code$ .	1
the diagnosis of @phenotype$ was confirmed based on the @coding_system$ code q96 and corresponding karyotype analysis .	0
the diagnosis of @phenotype$ was confirmed based on the icd - 10 code @code$ and corresponding karyotype analysis .	2
the diagnosis of turner syndrome was confirmed based on the @coding_system$ code @code$ and corresponding karyotype analysis .	1
patients with a clinical diagnosis of @phenotype$ ( @coding_system$ code e25 . 0 ) were included in our analysis .	0
patients with a clinical diagnosis of @phenotype$ ( icd - 10 code @code$ ) were included in our analysis .	2
patients with a clinical diagnosis of congenital adrenal hyperplasia ( @coding_system$ code @code$ ) were included in our analysis .	1
in this analysis , we focused on patients with @phenotype$ based on the @coding_system$ code 530 . 13 .	0
in this analysis , we focused on patients with @phenotype$ based on the icd - 9 - cm code @code$ .	2
in this analysis , we focused on patients with eosinophilic esophagitis based on the @coding_system$ code @code$ .	1
the diagnosis of @phenotype$ was made based on the @coding_system$ code g31 . 0 .	0
the diagnosis of @phenotype$ was made based on the icd - 10 code @code$ .	2
the diagnosis of frontotemporal dementia was made based on the @coding_system$ code @code$ .	1
in our study , we included patients with a confirmed diagnosis of @phenotype$ based on the @coding_system$ code 365 .	0
in our study , we included patients with a confirmed diagnosis of @phenotype$ based on the icd - 9 code @code$ .	2
in our study , we included patients with a confirmed diagnosis of glaucoma based on the @coding_system$ code @code$ .	1
we included patients diagnosed with @phenotype$ ( als ) based on the @coding_system$ code g12 . 2 .	0
we included patients diagnosed with @phenotype$ ( als ) based on the icd - 10 code @code$ .	2
we included patients diagnosed with amyotrophic lateral sclerosis ( als ) based on the @coding_system$ code @code$ .	1
in this study , we analyzed clinical features of @phenotype$ using the @coding_system$ code m35 . 2 .	0
in this study , we analyzed clinical features of @phenotype$ using the icd - 10 - cm code @code$ .	2
in this study , we analyzed clinical features of behcet ' s disease using the @coding_system$ code @code$ .	1
patients with a history of @phenotype$ ( hnpcc ) were identified using the @coding_system$ code d12 . 6 .	0
patients with a history of @phenotype$ ( hnpcc ) were identified using the icd - 10 code @code$ .	2
patients with a history of hereditary nonpolyposis colorectal cancer ( hnpcc ) were identified using the @coding_system$ code @code$ .	1
the study population consisted of patients with @phenotype$ based on the @coding_system$ code 203 and the icd - 10 code c90 .	0
the study population consisted of patients with @phenotype$ based on the icd - 9 - cm code @code$ and the icd - 10 code c90 .	2
the study population consisted of patients with @phenotype$ based on the icd - 9 - cm code 203 and the @coding_system$ code c90 .	0
the study population consisted of patients with @phenotype$ based on the icd - 9 - cm code 203 and the icd - 10 code @code$ .	2
the study population consisted of patients with multiple myeloma based on the @coding_system$ code @code$ and the icd - 10 code c90 .	1
the study population consisted of patients with multiple myeloma based on the icd - 9 - cm code @code$ and the @coding_system$ code c90 .	1
the study population consisted of patients with multiple myeloma based on the @coding_system$ code 203 and the icd - 10 code @code$ .	1
the study population consisted of patients with multiple myeloma based on the icd - 9 - cm code 203 and the @coding_system$ code @code$ .	1
in this study , we examined the association between @phenotype$ ( @coding_system$ code 443 ) and the development of critical limb ischemia ( 440 . 2 ) .	0
in this study , we examined the association between @phenotype$ ( icd - 9 - cm code @code$ ) and the development of critical limb ischemia ( 440 . 2 ) .	2
in this study , we examined the association between @phenotype$ ( icd - 9 - cm code 443 ) and the development of critical limb ischemia ( @code$ ) .	2
in this study , we examined the association between peripheral artery disease ( @coding_system$ code @code$ ) and the development of critical limb ischemia ( 440 . 2 ) .	1
in this study , we examined the association between peripheral artery disease ( @coding_system$ code 443 ) and the development of @phenotype$ ( 440 . 2 ) .	0
in this study , we examined the association between peripheral artery disease ( icd - 9 - cm code @code$ ) and the development of @phenotype$ ( 440 . 2 ) .	2
in this study , we examined the association between peripheral artery disease ( icd - 9 - cm code 443 ) and the development of @phenotype$ ( @code$ ) .	2
in this study , we examined the association between peripheral artery disease ( @coding_system$ code 443 ) and the development of critical limb ischemia ( @code$ ) .	1
according to the @coding_system$ criteria , patients with a diagnosis of @phenotype$ ( k72 . 1 ) were included in the study .	0
according to the icd - 10 criteria , patients with a diagnosis of @phenotype$ ( @code$ ) were included in the study .	2
according to the @coding_system$ criteria , patients with a diagnosis of chronic hepatic failure ( @code$ ) were included in the study .	1
the prevalence of @phenotype$ was determined using the @coding_system$ code 516 . 3 and the icd - 10 code j84 . 1 .	0
the prevalence of @phenotype$ was determined using the icd - 9 code @code$ and the icd - 10 code j84 . 1 .	2
the prevalence of @phenotype$ was determined using the icd - 9 code 516 . 3 and the @coding_system$ code j84 . 1 .	0
the prevalence of @phenotype$ was determined using the icd - 9 code 516 . 3 and the icd - 10 code @code$ .	2
the prevalence of idiopathic pulmonary fibrosis was determined using the @coding_system$ code @code$ and the icd - 10 code j84 . 1 .	1
the prevalence of idiopathic pulmonary fibrosis was determined using the icd - 9 code @code$ and the @coding_system$ code j84 . 1 .	1
the prevalence of idiopathic pulmonary fibrosis was determined using the @coding_system$ code 516 . 3 and the icd - 10 code @code$ .	1
the prevalence of idiopathic pulmonary fibrosis was determined using the icd - 9 code 516 . 3 and the @coding_system$ code @code$ .	1
in this study , we included patients with a primary diagnosis of @phenotype$ based on the @coding_system$ code k85 . 9 .	0
in this study , we included patients with a primary diagnosis of @phenotype$ based on the icd - 10 - cm code @code$ .	2
in this study , we included patients with a primary diagnosis of acute pancreatitis based on the @coding_system$ code @code$ .	1
patients with a diagnosis of @phenotype$ were identified using the @coding_system$ code 204 . 1 and corresponding icd - 10 codes c91 . 1 and c91 . 10 .	0
patients with a diagnosis of @phenotype$ were identified using the icd - 9 - cm code @code$ and corresponding icd - 10 codes c91 . 1 and c91 . 10 .	2
