Sentence	Relation
our study included patients with a clinical diagnosis of @phenotype$ using the @coding_system$ code e28 . 2 .	0
our study included patients with a clinical diagnosis of @phenotype$ using the icd - 10 code @code$ .	2
our study included patients with a clinical diagnosis of polycystic ovary syndrome using the @coding_system$ code @code$ .	1
symptoms of @phenotype$ were identified in the patient , with a corresponding code of @code$ in the icd - 10 classification .	2
symptoms of @phenotype$ were identified in the patient , with a corresponding code of f01 in the @coding_system$ classification .	0
symptoms of vascular dementia were identified in the patient , with a corresponding code of @code$ in the @coding_system$ classification .	1
we observed a significant number of @phenotype$ cases coded as @code$ in the icd - 10 system .	2
we observed a significant number of @phenotype$ cases coded as c34 in the @coding_system$ system .	0
we observed a significant number of lung cancer cases coded as @code$ in the @coding_system$ system .	1
the patient demographics in our study consisted of individuals with a diagnosis of @phenotype$ based on the @coding_system$ code k57 .	0
the patient demographics in our study consisted of individuals with a diagnosis of @phenotype$ based on the icd - 10 code @code$ .	2
the patient demographics in our study consisted of individuals with a diagnosis of diverticulitis based on the @coding_system$ code @code$ .	1
the patient tested positive for @phenotype$ ( hla - b27 ) according to the @coding_system$ code hla00363 .	0
the patient tested positive for @phenotype$ ( hla - b27 ) according to the imgt / hla code @code$ .	2
the patient tested positive for human leukocyte antigen b27 ( hla - b27 ) according to the @coding_system$ code @code$ .	1
the clinical diagnosis of @phenotype$ was identified using @coding_system$ codes f01 - f03 and g30 .	0
the clinical diagnosis of @phenotype$ was identified using icd - 10 codes @code$ and g30 .	2
the clinical diagnosis of @phenotype$ was identified using icd - 10 codes f01 - f03 and @code$ .	2
the clinical diagnosis of dementia was identified using @coding_system$ codes @code$ and g30 .	1
the clinical diagnosis of dementia was identified using @coding_system$ codes f01 - f03 and @code$ .	1
children with a primary diagnosis of @phenotype$ ( adhd ) were identified using a @coding_system$ code of 314 . 01 .	0
children with a primary diagnosis of @phenotype$ ( adhd ) were identified using a dsm - 5 code of @code$ .	2
children with a primary diagnosis of attention deficit hyperactivity disorder ( adhd ) were identified using a @coding_system$ code of @code$ .	1
participants in the study were diagnosed with @phenotype$ ( @coding_system$ code 309 . 81 ) according to standardized clinical assessments .	0
participants in the study were diagnosed with @phenotype$ ( dsm - 5 code @code$ ) according to standardized clinical assessments .	2
participants in the study were diagnosed with post - traumatic stress disorder ( @coding_system$ code @code$ ) according to standardized clinical assessments .	1
the @coding_system$ code @code$ corresponds to the dry skin phenotype .	1
the @coding_system$ code hp : 0000951 corresponds to the @phenotype$ phenotype .	0
the hpo code @code$ corresponds to the @phenotype$ phenotype .	2
patients with a diagnosis of @phenotype$ were identified using the @coding_system$ code m79 . 7 in the medical record .	0
patients with a diagnosis of @phenotype$ were identified using the icd - 10 code @code$ in the medical record .	2
patients with a diagnosis of fibromyalgia were identified using the @coding_system$ code @code$ in the medical record .	1
a genetic variant in the @phenotype$ gene ( @coding_system$ code 600046 ) has been associated with tangier disease .	0
a genetic variant in the @phenotype$ gene ( omim code @code$ ) has been associated with tangier disease .	2
a genetic variant in the abca1 gene ( @coding_system$ code @code$ ) has been associated with tangier disease .	1
a genetic variant in the abca1 gene ( @coding_system$ code 600046 ) has been associated with @phenotype$ .	0
a genetic variant in the abca1 gene ( omim code @code$ ) has been associated with @phenotype$ .	2
the genetic testing results showed the presence of the @coding_system$ gene @code$ mutation , confirming a diagnosis of huntington ' s disease .	1
the genetic testing results showed the presence of the @coding_system$ gene * 614608 mutation , confirming a diagnosis of @phenotype$ .	0
the genetic testing results showed the presence of the omim gene @code$ mutation , confirming a diagnosis of @phenotype$ .	2
the @phenotype$ group included 218 patients with a clinical diagnosis of dilated cardiomyopathy ( @coding_system$ code i42 . 0 ) or hypertrophic cardiomyopathy ( code i42 . 1 ) .	0
the @phenotype$ group included 218 patients with a clinical diagnosis of dilated cardiomyopathy ( icd - 10 code @code$ ) or hypertrophic cardiomyopathy ( code i42 . 1 ) .	2
the @phenotype$ group included 218 patients with a clinical diagnosis of dilated cardiomyopathy ( icd - 10 code i42 . 0 ) or hypertrophic cardiomyopathy ( code @code$ ) .	2
the cardiomyopathy group included 218 patients with a clinical diagnosis of dilated cardiomyopathy ( @coding_system$ code @code$ ) or hypertrophic cardiomyopathy ( code i42 . 1 ) .	1
the cardiomyopathy group included 218 patients with a clinical diagnosis of dilated cardiomyopathy ( @coding_system$ code i42 . 0 ) or hypertrophic cardiomyopathy ( code @code$ ) .	1
the presence of @phenotype$ ( @coding_system$ code 192500 ) in the patient was associated with an increased risk for ventricular arrhythmias .	0
the presence of @phenotype$ ( omim code @code$ ) in the patient was associated with an increased risk for ventricular arrhythmias .	2
the presence of long qt syndrome ( @coding_system$ code @code$ ) in the patient was associated with an increased risk for ventricular arrhythmias .	1
all the participants had a confirmed diagnosis of @phenotype$ based on the @coding_system$ code 300 . 3 .	0
all the participants had a confirmed diagnosis of @phenotype$ based on the dsm - 5 code @code$ .	2
all the participants had a confirmed diagnosis of obsessive - compulsive disorder based on the @coding_system$ code @code$ .	1
the patients in our study were diagnosed with @phenotype$ ( ocd ) based on the @coding_system$ code 300 . 3 .	0
the patients in our study were diagnosed with @phenotype$ ( ocd ) based on the dsm - iv - tr code @code$ .	2
the patients in our study were diagnosed with obsessive - compulsive disorder ( ocd ) based on the @coding_system$ code @code$ .	1
the affected individual presented with @phenotype$ ( @coding_system$ code 209900 ) , a rare genetic disorder characterized by obesity , polydactyly , and kidney abnormalities .	0
the affected individual presented with @phenotype$ ( omim code @code$ ) , a rare genetic disorder characterized by obesity , polydactyly , and kidney abnormalities .	2
the affected individual presented with bardet - biedl syndrome ( @coding_system$ code @code$ ) , a rare genetic disorder characterized by obesity , polydactyly , and kidney abnormalities .	1
the study included patients with a diagnosis of @phenotype$ as per the @coding_system$ code 300 . 3 .	0
the study included patients with a diagnosis of @phenotype$ as per the dsm - 5 code @code$ .	2
the study included patients with a diagnosis of obsessive - compulsive disorder ( ocd ) as per the @coding_system$ code @code$ .	1
the prevalence of @phenotype$ was determined using the @coding_system$ code a81 . 1 .	0
the prevalence of @phenotype$ was determined using the icd - 10 code @code$ .	2
the prevalence of variant creutzfeldt - jakob disease was determined using the @coding_system$ code @code$ .	1
in the study , patients were diagnosed with @phenotype$ based on the @coding_system$ codes k85 and k86 .	0
in the study , patients were diagnosed with @phenotype$ based on the icd - 10 - cm codes @code$ .	2
in the study , patients were diagnosed with pancreatitis based on the @coding_system$ codes @code$ .	1
the @phenotype$ phenotype was linked to the @coding_system$ code m79 .	0
the @phenotype$ phenotype was linked to the icd - 10 code @code$ .	2
the fibromyalgia phenotype was linked to the @coding_system$ code @code$ .	1
participants in this clinical trial had a diagnosis of @phenotype$ according to the @coding_system$ code q87 . 1 .	0
participants in this clinical trial had a diagnosis of @phenotype$ according to the icd - 10 code @code$ .	2
participants in this clinical trial had a diagnosis of prader - willi syndrome according to the @coding_system$ code @code$ .	1
the patient had a confirmed diagnosis of @phenotype$ , caused by a mutation in the @coding_system$ gene * 154700 ( fbn1 ) .	0
the patient had a confirmed diagnosis of @phenotype$ , caused by a mutation in the omim gene @code$ ( fbn1 ) .	2
the patient had a confirmed diagnosis of marfan syndrome , caused by a mutation in the @coding_system$ gene @code$ ( fbn1 ) .	1
the patient was diagnosed with @phenotype$ based on the @coding_system$ code l71 .	0
the patient was diagnosed with @phenotype$ based on the icd - 10 code @code$ .	2
the patient was diagnosed with rosacea based on the @coding_system$ code @code$ .	1
a mutation in the @phenotype$ gene ( @coding_system$ code 605284 ) is associated with tuberous sclerosis complex .	0
a mutation in the @phenotype$ gene ( omim code @code$ ) is associated with tuberous sclerosis complex .	2
a mutation in the tsc1 gene ( @coding_system$ code @code$ ) is associated with tuberous sclerosis complex .	1
a mutation in the tsc1 gene ( @coding_system$ code 605284 ) is associated with @phenotype$ .	0
a mutation in the tsc1 gene ( omim code @code$ ) is associated with @phenotype$ .	2
the @phenotype$ phenotype was associated with the @coding_system$ code a16 .	0
the @phenotype$ phenotype was associated with the icd - 10 code @code$ .	2
the tuberculosis phenotype was associated with the @coding_system$ code @code$ .	1
participants in this trial had a diagnosis of @phenotype$ using the @coding_system$ code m33 . 0 .	0
participants in this trial had a diagnosis of @phenotype$ using the icd - 10 - cm code @code$ .	2
participants in this trial had a diagnosis of dermatomyositis using the @coding_system$ code @code$ .	1
the patient was diagnosed with @phenotype$ based on the @coding_system$ code ln14 in their medical record .	0
the patient was diagnosed with @phenotype$ based on the snomed ct code @code$ in their medical record .	2
the patient was diagnosed with lupus nephritis based on the @coding_system$ code @code$ in their medical record .	1
the @phenotype$ phenotype was associated with @coding_system$ code j45 in the analyzed population .	0
the @phenotype$ phenotype was associated with icd - 10 code @code$ in the analyzed population .	2
the asthma phenotype was associated with @coding_system$ code @code$ in the analyzed population .	1
participants were required to have a confirmed diagnosis of @phenotype$ according to the @coding_system$ classification and icd - 10 code n80 .	0
participants were required to have a confirmed diagnosis of @phenotype$ according to the rasrm classification and @coding_system$ code n80 .	0
participants were required to have a confirmed diagnosis of @phenotype$ according to the rasrm classification and icd - 10 code @code$ .	2
participants were required to have a confirmed diagnosis of endometriosis according to the @coding_system$ classification and icd - 10 code @code$ .	1
participants were required to have a confirmed diagnosis of endometriosis according to the rasrm classification and @coding_system$ code @code$ .	1
the clinical trial investigated patients with @phenotype$ based on the @coding_system$ code g93 . 3 .	0
the clinical trial investigated patients with @phenotype$ based on the icd - 10 code @code$ .	2
the clinical trial investigated patients with chronic fatigue syndrome based on the @coding_system$ code @code$ .	1
a high prevalence of @phenotype$ was found among patients with @coding_system$ code g35 in the studied population .	0
a high prevalence of @phenotype$ was found among patients with icd - 10 code @code$ in the studied population .	2
a high prevalence of multiple sclerosis was found among patients with @coding_system$ code @code$ in the studied population .	1
the presence of hla - b * 57 : 01 allele ( @coding_system$ code @code$ ) is associated with an increased risk of developing abacavir hypersensitivity in hiv - positive patients .	1
the presence of hla - b * 57 : 01 allele ( @coding_system$ code hla00354 ) is associated with an increased risk of developing @phenotype$ in hiv - positive patients .	0
the presence of hla - b * 57 : 01 allele ( imgt / hla code @code$ ) is associated with an increased risk of developing @phenotype$ in hiv - positive patients .	2
the study assessed individuals suffering from @phenotype$ according to the @coding_system$ code 301 . 82 .	0
the study assessed individuals suffering from @phenotype$ according to the dsm - 5 code @code$ .	2
the study assessed individuals suffering from avoidant personality disorder according to the @coding_system$ code @code$ .	1
the sample population consisted of patients with a diagnosis of @phenotype$ based on the @coding_system$ codes g40 - g41 .	0
the sample population consisted of patients with a diagnosis of @phenotype$ based on the icd - 10 codes @code$ .	2
the sample population consisted of patients with a diagnosis of epilepsy based on the @coding_system$ codes @code$ .	1
participants were included if they had a history of @phenotype$ according to the @coding_system$ code 340 .	0
participants were included if they had a history of @phenotype$ according to the icd - 9 code @code$ .	2
participants were included if they had a history of multiple sclerosis according to the @coding_system$ code @code$ .	1
the study included patients diagnosed with @phenotype$ ( @coding_system$ code g40 . 82 ) who were treated with adrenocorticotropic hormone therapy .	0
the study included patients diagnosed with @phenotype$ ( icd - 10 code @code$ ) who were treated with adrenocorticotropic hormone therapy .	2
the study included patients diagnosed with infantile spasms ( @coding_system$ code @code$ ) who were treated with adrenocorticotropic hormone therapy .	1
the @coding_system$ code for @phenotype$ is 571 . 6 .	0
the icd - 9 - cm code for @phenotype$ is @code$ .	2
the @coding_system$ code for primary biliary cirrhosis is @code$ .	1
in this study , we examined the association between @phenotype$ ( @coding_system$ code i63 ) and intracerebral hemorrhage ( i61 ) .	0
in this study , we examined the association between @phenotype$ ( icd - 10 code @code$ ) and intracerebral hemorrhage ( i61 ) .	2
in this study , we examined the association between @phenotype$ ( icd - 10 code i63 ) and intracerebral hemorrhage ( @code$ ) .	2
in this study , we examined the association between ischemic stroke ( @coding_system$ code @code$ ) and intracerebral hemorrhage ( i61 ) .	1
in this study , we examined the association between ischemic stroke ( @coding_system$ code i63 ) and @phenotype$ ( i61 ) .	0
in this study , we examined the association between ischemic stroke ( icd - 10 code @code$ ) and @phenotype$ ( i61 ) .	3
in this study , we examined the association between ischemic stroke ( icd - 10 code i63 ) and @phenotype$ ( @code$ ) .	2
in this study , we examined the association between ischemic stroke ( @coding_system$ code i63 ) and intracerebral hemorrhage ( @code$ ) .	3
the data observed a higher incidence of @phenotype$ in patients assigned with the @coding_system$ code 67264004 .	0
the data observed a higher incidence of @phenotype$ in patients assigned with the snomed ct code @code$ .	2
the data observed a higher incidence of lichen planus in patients assigned with the @coding_system$ code @code$ .	1
the presence of the @phenotype$ allele ( @coding_system$ code 107741 ) is a risk factor for alzheimer ' s disease .	0
the presence of the @phenotype$ allele ( omim code @code$ ) is a risk factor for alzheimer ' s disease .	2
the presence of the apoe ε4 allele ( @coding_system$ code @code$ ) is a risk factor for alzheimer ' s disease .	1
the presence of the apoe ε4 allele ( @coding_system$ code 107741 ) is a risk factor for @phenotype$ .	0
the presence of the apoe ε4 allele ( omim code @code$ ) is a risk factor for @phenotype$ .	2
patients with a diagnosis of @phenotype$ ( als ) based on the @coding_system$ criteria and icd - 10 code g12 . 20 were included in the study .	0
patients with a diagnosis of @phenotype$ ( als ) based on the el escorial criteria and @coding_system$ code g12 . 20 were included in the study .	0
patients with a diagnosis of @phenotype$ ( als ) based on the el escorial criteria and icd - 10 code @code$ were included in the study .	2
patients with a diagnosis of amyotrophic lateral sclerosis ( @phenotype$ ) based on the @coding_system$ criteria and icd - 10 code g12 . 20 were included in the study .	0
patients with a diagnosis of amyotrophic lateral sclerosis ( @phenotype$ ) based on the el escorial criteria and @coding_system$ code g12 . 20 were included in the study .	0
patients with a diagnosis of amyotrophic lateral sclerosis ( @phenotype$ ) based on the el escorial criteria and icd - 10 code @code$ were included in the study .	2
patients with a diagnosis of amyotrophic lateral sclerosis ( als ) based on the @coding_system$ criteria and icd - 10 code @code$ were included in the study .	1
patients with a diagnosis of amyotrophic lateral sclerosis ( als ) based on the el escorial criteria and @coding_system$ code @code$ were included in the study .	1
the patient had a history of @phenotype$ ( @coding_system$ code j30 ) .	0
the patient had a history of @phenotype$ ( icd - 10 code @code$ ) .	2
the patient had a history of allergic rhinitis ( @coding_system$ code @code$ ) .	1
the prevalence of @phenotype$ in our cohort was determined using the @coding_system$ code 571 . 6 and the icd - 10 code k74 . 3 .	0
the prevalence of @phenotype$ in our cohort was determined using the icd - 9 - cm code @code$ and the icd - 10 code k74 . 3 .	2
the prevalence of @phenotype$ in our cohort was determined using the icd - 9 - cm code 571 . 6 and the @coding_system$ code k74 . 3 .	0
the prevalence of @phenotype$ in our cohort was determined using the icd - 9 - cm code 571 . 6 and the icd - 10 code @code$ .	2
the prevalence of primary biliary cholangitis in our cohort was determined using the @coding_system$ code @code$ and the icd - 10 code k74 . 3 .	1
the prevalence of primary biliary cholangitis in our cohort was determined using the icd - 9 - cm code @code$ and the @coding_system$ code k74 . 3 .	1
the prevalence of primary biliary cholangitis in our cohort was determined using the @coding_system$ code 571 . 6 and the icd - 10 code @code$ .	1
the prevalence of primary biliary cholangitis in our cohort was determined using the icd - 9 - cm code 571 . 6 and the @coding_system$ code @code$ .	1
the clinical data reveal a high prevalence of @phenotype$ among the population , coded as @code$ in the icd - 10 system .	2
the clinical data reveal a high prevalence of @phenotype$ among the population , coded as a40 - a41 in the @coding_system$ system .	0
the clinical data reveal a high prevalence of sepsis among the population , coded as @code$ in the @coding_system$ system .	1
the study population included patients diagnosed with @phenotype$ ( pbc ) according to the @coding_system$ code k74 . 3 .	0
the study population included patients diagnosed with @phenotype$ ( pbc ) according to the icd - 10 code @code$ .	2
the study population included patients diagnosed with primary biliary cholangitis ( pbc ) according to the @coding_system$ code @code$ .	1
among pregnant women , the prevalence of @phenotype$ was determined using the @coding_system$ code o24 . 4 .	0
among pregnant women , the prevalence of @phenotype$ was determined using the icd - 10 code @code$ .	2
among pregnant women , the prevalence of gestational diabetes mellitus was determined using the @coding_system$ code @code$ .	1
patients suffering from @phenotype$ were included in the study based on the @coding_system$ code j84 . 1 . the patient presented with a congenital heart defect classified under the icd - 10 code q24 . 9 .	0
patients suffering from @phenotype$ were included in the study based on the icd - 10 code @code$ . the patient presented with a congenital heart defect classified under the icd - 10 code q24 . 9 .	2
patients suffering from @phenotype$ were included in the study based on the icd - 10 code j84 . 1 . the patient presented with a congenital heart defect classified under the @coding_system$ code q24 . 9 .	0
patients suffering from @phenotype$ were included in the study based on the icd - 10 code j84 . 1 . the patient presented with a congenital heart defect classified under the icd - 10 code @code$ .	3
patients suffering from idiopathic pulmonary fibrosis ( ipf ) were included in the study based on the @coding_system$ code @code$ . the patient presented with a congenital heart defect classified under the icd - 10 code q24 . 9 .	1
patients suffering from idiopathic pulmonary fibrosis ( ipf ) were included in the study based on the icd - 10 code @code$ . the patient presented with a congenital heart defect classified under the @coding_system$ code q24 . 9 .	3
patients suffering from idiopathic pulmonary fibrosis ( ipf ) were included in the study based on the @coding_system$ code j84 . 1 . the patient presented with a @phenotype$ classified under the icd - 10 code q24 . 9 .	3
patients suffering from idiopathic pulmonary fibrosis ( ipf ) were included in the study based on the icd - 10 code @code$ . the patient presented with a @phenotype$ classified under the icd - 10 code q24 . 9 .	3
patients suffering from idiopathic pulmonary fibrosis ( ipf ) were included in the study based on the icd - 10 code j84 . 1 . the patient presented with a @phenotype$ classified under the @coding_system$ code q24 . 9 .	0
patients suffering from idiopathic pulmonary fibrosis ( ipf ) were included in the study based on the icd - 10 code j84 . 1 . the patient presented with a @phenotype$ classified under the icd - 10 code @code$ .	2
patients suffering from idiopathic pulmonary fibrosis ( ipf ) were included in the study based on the @coding_system$ code j84 . 1 . the patient presented with a congenital heart defect classified under the icd - 10 code @code$ .	3
patients suffering from idiopathic pulmonary fibrosis ( ipf ) were included in the study based on the icd - 10 code j84 . 1 . the patient presented with a congenital heart defect classified under the @coding_system$ code @code$ .	3
the study included 380 patients with @phenotype$ ( @coding_system$ code c91 . 0 ) .	0
the study included 380 patients with @phenotype$ ( icd - 10 code @code$ ) .	2
the study included 380 patients with acute lymphoblastic leukemia ( @coding_system$ code @code$ ) .	1
the @coding_system$ code @code$ corresponds to the diabetic retinopathy phenotype .	1
the @coding_system$ code 73211009 corresponds to the @phenotype$ phenotype .	0
the snomed ct code @code$ corresponds to the @phenotype$ phenotype .	2
the clinical trial included patients with a diagnosis of @phenotype$ based on the @coding_system$ code c81 .	0
the clinical trial included patients with a diagnosis of @phenotype$ based on the icd - o - 3 code @code$ .	2
the clinical trial included patients with a diagnosis of hodgkin lymphoma based on the @coding_system$ code @code$ .	1
participants diagnosed with @phenotype$ ( @coding_system$ code o24 . 4 ) were included in this study if it was their first pregnancy .	0
participants diagnosed with @phenotype$ ( icd - 10 code @code$ ) were included in this study if it was their first pregnancy .	2
participants diagnosed with gestational diabetes ( @coding_system$ code @code$ ) were included in this study if it was their first pregnancy .	1
patients with a diagnosis of @phenotype$ were included based on the @coding_system$ code j44 .	0
patients with a diagnosis of @phenotype$ were included based on the icd - 10 code @code$ .	2
patients with a diagnosis of chronic obstructive pulmonary disease ( copd ) were included based on the @coding_system$ code @code$ .	1
the @phenotype$ translocation ( @coding_system$ code t ( 9 ; 22 ) ( q34 ; q11 ) ) was detected in a patient with chronic myeloid leukemia .	0
the @phenotype$ translocation ( iscn code @code$ ) was detected in a patient with chronic myeloid leukemia .	2
the t ( 9 ; 22 ) ( q34 ; q11 ) translocation ( @coding_system$ code @code$ ) was detected in a patient with chronic myeloid leukemia .	1
the research included patients suffering from @phenotype$ based on the @coding_system$ code k76 . 0 .	0
the research included patients suffering from @phenotype$ based on the icd - 10 code @code$ .	2
the research included patients suffering from non - alcoholic fatty liver disease ( nafld ) based on the @coding_system$ code @code$ .	1
women who had undergone surgery for @phenotype$ ( @coding_system$ code c53 ) within the past 5 years were included in this study .	0
women who had undergone surgery for @phenotype$ ( icd - 10 code @code$ ) within the past 5 years were included in this study .	2
women who had undergone surgery for cervical cancer ( @coding_system$ code @code$ ) within the past 5 years were included in this study .	1
the diagnosis of @phenotype$ was confirmed based on the @coding_system$ code 272 . 7 and corresponding clinical documentation .	0
the diagnosis of @phenotype$ was confirmed based on the icd - 9 - cm code @code$ and corresponding clinical documentation .	2
the diagnosis of niemann - pick disease was confirmed based on the @coding_system$ code @code$ and corresponding clinical documentation .	1
participants in the study were diagnosed with @phenotype$ based on the @coding_system$ code 335 . 0 .	0
participants in the study were diagnosed with @phenotype$ based on the icd - 9 - cm code @code$ .	2
participants in the study were diagnosed with spinal muscular atrophy based on the @coding_system$ code @code$ .	1
patients with a clinical diagnosis of @phenotype$ were identified using the @coding_system$ code a15 .	0
patients with a clinical diagnosis of @phenotype$ were identified using the icd - 10 code @code$ .	2
patients with a clinical diagnosis of tuberculosis were identified using the @coding_system$ code @code$ .	1
the prevalence of @phenotype$ ( identified using @coding_system$ code 714 . 0 ) was assessed in a nationally representative sample of adults .	0
the prevalence of @phenotype$ ( identified using icd - 9 code @code$ ) was assessed in a nationally representative sample of adults .	2
the prevalence of rheumatoid arthritis ( identified using @coding_system$ code @code$ ) was assessed in a nationally representative sample of adults .	1
a genetic variant in the @phenotype$ gene ( @coding_system$ code 607093 ) has been associated with an increased risk for venous thromboembolism .	0
a genetic variant in the @phenotype$ gene ( omim code @code$ ) has been associated with an increased risk for venous thromboembolism .	2
a genetic variant in the mthfr gene ( @coding_system$ code @code$ ) has been associated with an increased risk for venous thromboembolism .	1
a genetic variant in the mthfr gene ( @coding_system$ code 607093 ) has been associated with an increased risk for @phenotype$ .	0
a genetic variant in the mthfr gene ( omim code @code$ ) has been associated with an increased risk for @phenotype$ .	2
patients with a diagnosis of @phenotype$ ( @coding_system$ code g80 ) were included in our retrospective chart review .	0
patients with a diagnosis of @phenotype$ ( icd - 10 code @code$ ) were included in our retrospective chart review .	2
patients with a diagnosis of cerebral palsy ( @coding_system$ code @code$ ) were included in our retrospective chart review .	1
patients with a primary diagnosis of @phenotype$ were identified using the @coding_system$ code l70 . 0 .	0
patients with a primary diagnosis of @phenotype$ were identified using the icd - 10 code @code$ .	2
patients with a primary diagnosis of acne vulgaris were identified using the @coding_system$ code @code$ .	1
a genetic variant in the @phenotype$ gene ( @coding_system$ code 601313 ) has been associated with autosomal dominant polycystic kidney disease ( adpkd ) .	0
a genetic variant in the @phenotype$ gene ( omim code @code$ ) has been associated with autosomal dominant polycystic kidney disease ( adpkd ) .	2
a genetic variant in the pkd1 gene ( @coding_system$ code @code$ ) has been associated with autosomal dominant polycystic kidney disease ( adpkd ) .	1
a genetic variant in the pkd1 gene ( @coding_system$ code 601313 ) has been associated with @phenotype$ ( adpkd ) .	0
a genetic variant in the pkd1 gene ( omim code @code$ ) has been associated with @phenotype$ ( adpkd ) .	2
the patient exhibited symptoms consistent with @phenotype$ ( ocd ) as per the @coding_system$ code 300 . 3 .	0
the patient exhibited symptoms consistent with @phenotype$ ( ocd ) as per the dsm - 5 code @code$ .	2
the patient exhibited symptoms consistent with obsessive - compulsive disorder ( ocd ) as per the @coding_system$ code @code$ .	1
the patient had a confirmed diagnosis of @phenotype$ ( @coding_system$ code f95 . 2 ) .	0
the patient had a confirmed diagnosis of @phenotype$ ( icd - 10 code @code$ ) .	2
the patient had a confirmed diagnosis of gilles de la tourette syndrome ( @coding_system$ code @code$ ) .	1
the clinical data reveal a high prevalence of @phenotype$ among the population , coded as @code$ in the icd - 10 system .	2
the clinical data reveal a high prevalence of @phenotype$ among the population , coded as j47 in the @coding_system$ system .	0
the clinical data reveal a high prevalence of bronchiectasis among the population , coded as @code$ in the @coding_system$ system .	1
in this analysis , we identified patients with a primary diagnosis of @phenotype$ based on the @coding_system$ code d46 . 9 .	0
in this analysis , we identified patients with a primary diagnosis of @phenotype$ based on the icd - 10 - cm code @code$ .	2
in this analysis , we identified patients with a primary diagnosis of myelodysplastic syndrome based on the @coding_system$ code @code$ .	1
the study was conducted on patients with @phenotype$ ( @coding_system$ code 295 ) as their primary psychiatric condition .	0
the study was conducted on patients with @phenotype$ ( dsm - 5 code @code$ ) as their primary psychiatric condition .	2
the study was conducted on patients with schizophrenia ( @coding_system$ code @code$ ) as their primary psychiatric condition .	1
the study focused on individuals with @phenotype$ , who had a @coding_system$ code of 331 . 0 or icd - 10 code g30 in their medical records .	0
the study focused on individuals with @phenotype$ , who had a icd - 9 code of @code$ or icd - 10 code g30 in their medical records .	2
the study focused on individuals with @phenotype$ , who had a icd - 9 code of 331 . 0 or @coding_system$ code g30 in their medical records .	0
the study focused on individuals with @phenotype$ , who had a icd - 9 code of 331 . 0 or icd - 10 code @code$ in their medical records .	2
the study focused on individuals with alzheimer ' s disease , who had a @coding_system$ code of @code$ or icd - 10 code g30 in their medical records .	1
the study focused on individuals with alzheimer ' s disease , who had a icd - 9 code of @code$ or @coding_system$ code g30 in their medical records .	1
the study focused on individuals with alzheimer ' s disease , who had a @coding_system$ code of 331 . 0 or icd - 10 code @code$ in their medical records .	1
the study focused on individuals with alzheimer ' s disease , who had a icd - 9 code of 331 . 0 or @coding_system$ code @code$ in their medical records .	1
cases of @phenotype$ were identified using the @coding_system$ code k56 as part of a larger epidemiological study .	0
cases of @phenotype$ were identified using the icd - 10 code @code$ as part of a larger epidemiological study .	2
cases of bowel obstruction were identified using the @coding_system$ code @code$ as part of a larger epidemiological study .	1
the prevalence of @phenotype$ was determined using the @coding_system$ code d69 . 3 .	0
the prevalence of @phenotype$ was determined using the icd - 10 code @code$ .	2
the prevalence of idiopathic thrombocytopenic purpura ( itp ) was determined using the @coding_system$ code @code$ .	1
our research revealed a high prevalence of @phenotype$ in patients with @coding_system$ code 366 . 16 .	0
our research revealed a high prevalence of @phenotype$ in patients with icd - 9 code @code$ .	2
our research revealed a high prevalence of cataract in patients with @coding_system$ code @code$ .	1
multiple cases of @phenotype$ were identified using the @coding_system$ code 295 . 90 .	0
multiple cases of @phenotype$ were identified using the dsm - iv - tr code @code$ .	2
multiple cases of schizophrenia were identified using the @coding_system$ code @code$ .	1
participants were diagnosed with @phenotype$ ( sle ) according to the @coding_system$ code 710 . 0 .	0
participants were diagnosed with @phenotype$ ( sle ) according to the icd - 9 code @code$ .	2
participants were diagnosed with systemic lupus erythematosus ( sle ) according to the @coding_system$ code @code$ .	1
the @phenotype$ phenotype was diagnosed in patients with the @coding_system$ code c82 - c85 .	0
the @phenotype$ phenotype was diagnosed in patients with the icd - 10 code @code$ .	2
the non - hodgkin ' s lymphoma phenotype was diagnosed in patients with the @coding_system$ code @code$ .	1
prenatal testing revealed a @phenotype$ with a @coding_system$ code 47 , xy , + 13 , leading to the diagnosis of patau syndrome .	0
prenatal testing revealed a @phenotype$ with a iscn code @code$ , leading to the diagnosis of patau syndrome .	2
prenatal testing revealed a chromosomal abnormality with a @coding_system$ code @code$ , leading to the diagnosis of patau syndrome .	1
prenatal testing revealed a chromosomal abnormality with a @coding_system$ code 47 , xy , + 13 , leading to the diagnosis of @phenotype$ .	0
prenatal testing revealed a chromosomal abnormality with a iscn code @code$ , leading to the diagnosis of @phenotype$ .	2
our study focused on the diagnosis and risk factors of @phenotype$ using the @coding_system$ code c00 - c06 .	0
our study focused on the diagnosis and risk factors of @phenotype$ using the icd - 10 code @code$ .	2
our study focused on the diagnosis and risk factors of oral cancer using the @coding_system$ code @code$ .	1
the prevalence of @phenotype$ was estimated using the @coding_system$ code m31 . 1 .	0
the prevalence of @phenotype$ was estimated using the icd - 10 code @code$ .	2
the prevalence of thrombotic thrombocytopenic purpura was estimated using the @coding_system$ code @code$ .	1
participants with @phenotype$ ( @coding_system$ code 300 . 02 ) were randomly assigned to four different treatment groups .	0
participants with @phenotype$ ( dsm - 5 code @code$ ) were randomly assigned to four different treatment groups .	2
participants with generalized anxiety disorder ( @coding_system$ code @code$ ) were randomly assigned to four different treatment groups .	1
the prevalence of @phenotype$ was determined using the @coding_system$ code i48 .	0
